Oil price finally stand above 70,1
I want to sell my sapeng at 0.0005..faster dropped to that price lar.. Boring stock and stupid shark,-1
Armada semput..:),-1
bought Jaks at 1.25,1
Everyday say your enermy idss. Haha funny.you have no change still a dust in share market.,-1
Next week will go down to 0.27 again maybe,-1
Balless tiger hide in cave lo.... Hihi...,-1
No issues Haw Liao...Apologies accepted..Good Night... and Sweet dream..Meow...,1
"Since 26/12, Armada has been strengthening its base at a higher level, its anytime now the drive up to 60c.",1
Sapura's good time will come ... bad time shld be over soon ...,1
"All is pass , jus look the future.",1
"Speechless, everyday shorties and especially idss",-1
"This is what I believe..........  Charlie Munger's Big Lesson: Prepare for Opportunity  What is the most important personal quality an investor can have?  Patience... followed by pretty aggressive conduct. It is given to human beings who work hard at it—who look and sift the world for a mispriced bet — that they can occasionally find one. And the wise ones bet heavily when the world offers them that opportunity. They bet big when they have the odds. And the rest of the time, they don’t. It’s just that simple.",1
"Alamak, who said prepare to pay penalty of 50 million to star will disclosed how standard their are ~ haha !",-1
Mengesan masih kurang dalam earbuds.,-1
I have a verizon 2 tahun yang lalu dan sangat menyukai perkhidmatan mereka .,1
電池持續幾個小時 .,-1
I wasted little money saya dengan alat dengar ini .,-1
电话完全崩溃了，现在我必须得到它 .,-1
我为此转过了索尼爱立信Z500A，我对这个决定感到非常满意 .,1
a good price .,1
一款出色的耳機 & dibungkus dengan baik untuk mengelakkan sebarang kerosakan .,1
It has been well preserved .,1
Highly recommend for anyone with a blue tooth phone.,1
可怕的，不得不改變3次。,-1
Best Bluetooth in the market .,1
Sarung yang tiba 不匹配廣告中的照片 .,-1
Item does not match the picture .,-1
"produk ini jelas tidak bersedia untuk waktu perdana, saya tidak peduli bagaimana kerena ia kelihatan, jika anda tidak dapat memberitahu panggilan akan datang ia tidak bernilai.",-1
I tried to return it for a refund .,-1
軟件包括幾乎很棒 .,1
pembinaan miskin.,-1
对此产品非常满意 .,1
"tidak dapat menggunakan unit dengan cermin mata hitam , not good in texas !",-1
kes itu 伟大并与之合作 baik dengan 680 .,1
not user friendly .,-1
Battery is not useful for me .,-1
worked great ! .,1
jangan buat kesilapan yang sama 与我一起 .,-1
telefon yang hebat !.,1
anda mendapat apa yang you get what you pay for me to think .,-1
motorola akhirnya mendapat kualiti suara alat dengar bluetooth.,1
I am also very happy with the price .,1
"However , bil verizon sukar difahami walaupun rancangan harga they are simple .",-1
and great sound quality .,1
microphones don't work .,-1
I will find a new earphone .,-1
"kelihatan baik dalam gambar , 但是情況 ini adalah satu kekecewaan besar ! !",-1
我爱电缆 ini - It allows me to connect sebarang peranti mini-usb ke pc saya .,1
如果可以的話，請避免 .,-1
telefon ini langsing and lightly and the display is beautiful .,1
看起來很好 .,1
you will love how thin it is .,1
Integrated smooth with Motorola Rola Phone .,1
"Voice quality, signal strength, call fall.",-1
selepas berdebat dengan verizon mengenai panggilan yang dijatuhkan kami memulangkan telefon After arguing with Verizon about the call we dropped we return the phone after two days .,-1
poor sound quality.,-1
他們大約2週後工作。,-1
great device .,1
Chinese forgery abound ! .,-1
Yes it's shiny on the front - and I like it!,1
unobtrusive .,-1
电池寿命 adalah really good .,1
tiada pembeli yang menyesal atas yang satu ini !.,-1
指定的项目包括 keterangan tidak termasuk .,-1
Linksys應該有幾種方法將不良電話轉換為翻新單元或其他方式 !,-1
一個很好的電話 .,1
"kerana kedua-dua telinga diduduki , background does not interfere at all .",1
Worth it.,1
penampilan baru great for the fall 2000 ! .,1
What a waste of money and time!.,-1
"Small, neat, attractive practical preparations, with adequate storage.",1
frustrating.,-1
It is also difficult to include. We recommend avoiding this product.,-1
So far is very good ! .,1
terima kasih lagi kepada amazon kerana have the things I need for a good price !,1
"It works great with car chargers , terutamanya jika anda tidak boleh memasang dua penyesuai pada masa yang sama .",1
Too bad you have to pay sehingga $ 1 sebulan untuk perkhidmatan !,-1
"pelbagai bluetooth yang baik - beberapa hari yang lalu saya meninggalkan telefon saya di dalam bagasi, mendapat panggilan, dan membawa perbualan tanpa halangan.",1
anda perlu memegang telefon pada sudut tertentu untuk pihak yang lain untuk mendengar anda dengan jelas.,-1
好东西，价格低。,1
terrible battery .,-1
Good skin.,1
It's very easy .,1
apa sepotong sampah .. saya kehilangan lebih banyak panggilan pada This phone .,-1
出色的產品和價格 .,1
iklan adalah yang most confusing .,-1
"After trying a lot of hands -free tools , ini adalah yang akhirnya berfungsi dengan baik .",1
"我真的建议面板 ini kerana 看起来很好 , elegan dan sejuk .",1
Plug is the wrong size .,-1
Instructions do not explain that microphone jacks can be used .,-1
telefon mengambil forever to charge seperti 2 hingga 5 jam secara literal .,-1
The first thing that happened was that the tracking was not turned off .,-1
yang direka dengan baik dan sangat tajam - Blue is a very nice color .,1
如果您有几十或几百个联系人，请想象一下将它们一个一个接一个地发送的乐趣。,-1
what kind of crap is that? ? !,-1
PS is the only scene in a cool movie is when the main character finds his room blasted.,1
lelaki yang mengatakan dia mempunyai dialog yang lebih baik dengan 他的盆栽是对的 他的底池是正确的 .,-1
無論哪種方式，它都會很痛。,-1
"Saya seorang peminat besar dalam siri ini kebanyakannya disebabkan gaya, sensitiviti dan rawatan anne beras.",1
"安格斯·斯克里姆（Angus Scrimm）在一个相对简短但令人难忘的解剖学家角色中也表现出色 yang bermain-main dengan biola , bermain quin violin .",1
generally;It's just a lack of imagination.,-1
Saya tidak fikir saya pernah melihat separuh filem sebagai membosankan sebagai sekeping sampah sendiri yang memanjakan diri.,-1
我付出了太多 .,-1
"However, , after watching this movie , saya sedar bahawa bukan sahaja saya mempunyai minda tertutup untuk kecemerlangan yang digambarkan , saya juga mendapati diri saya menontonnya berulang kali .",1
All in one insult to one's intelligence and a great waste of money.,-1
"terdapat beberapa percubaan yang menyedihkan untuk memberi watak beberapa kedalaman, tetapi ia tidak benar-benar berfungsi ke seluruh plot.",-1
excellent performance from ms .,1
演员总是像往常一样有趣 .,1
"ia adalah satu jam dan setengah pembaziran masa, berikutan sekumpulan murid sekolah yang sangat cantik merengek dan menangis tentang kehidupan.",-1
"after watching this movie , saya ingin mengetahui lebih lanjut mengenai karya artis ini .",1
"elakkan , avoid , avoid , avoid !",-1
I'm struggling to find something that's not good to say .,1
这是最好的冒险 .,1
"In addition to having one of the most beautiful songs ever written, the French Cancan also has one of the greatest leading women ever looking at the screen.",1
"filem ini mencipta alam semesta sendiri, dan menarik dalam setiap cara.",1
cerita itu sendiri hanya boleh diramalkan dan malas.,-1
begitu buruk ... baik ... it's just bad .,-1
akting itu tidak dapat dilihat dengan we are of the opinion that .,-1
"buying it, playing it, enjoying it, like it.",1
I keep watching it over and over again .,1
it shows exactly how governments and politicians sains berhujah tentang kemanusiaan dan sebab `` alat '' itu .,1
"this is a cool film , luar biasa tentang seorang penulis yang hidup / bekerja dalam budaya abstruse a cool day. .",-1
tetapi saya fikir lakonannya adalah mahir.,1
"Saya biarkan teman wanita 我在跟你说话 saya untuk melihat ini - idea yang buruk , kami they both hated him. .",-1
Excellent!,1
hasilnya adalah filem yang tidak kelihatan betul.,-1
蘭格一直是一位偉大的女演員 .,1
especially the relationship antara the baker and waiter didn't work for me at all .,-1
`` 你会喜欢的 !,1
anda i really took this journey through the eyes and souls of children. .,1
"it has a great variety of nuts tidak dapat dilupakan , but psychotic but loved .",1
this story happened in jutland 18th century and the use of music of different epochs dimainkan on the instrument berkala adalah satu sentuhan yang lebih halus .,1
dialog yang paling teruk dan sakti ... saya boleh pergi dan terus.,-1
"全面的 , kegembiraan !",1
這是一部做得很好的電視電影 .,1
"filem yang benar-benar , it's really bad. .",-1
"The plot, like that, is so derivative and predictable that it ends like a murder of grace.",-1
另外还要放一张赛车，看看电影中的主要缺陷：它们摧毁了Latifa的角色。,-1
excellent short film .,1
vivian schilling melakukan pekerjaan yang sangat baik dengan skrip.,1
"adegan dengan gadis jiran ""oh-begitu-matang"" adalah salah.",-1
the worst in the series .,-1
this is one of the worst movies I've ever seen lihat .,-1
Saya melihat `` mirrormask '' last night and it was an unsatisfactory experience .,-1
I don't think there is any redemptive nature in this remake. .,-1
it's too devastating .,-1
Saya melihat filem pendek ini pada hbo pada hari yang lain dan benar-benar menyukainya.,1
Jerky camera movement is also annoying .,-1
我嚴重懷疑有人會喜歡這種垃圾 .,-1
This show is made for Americans - it's too stupid and full of hatred and clichés to put somewhere else.,-1
it deserves to be loved .,1
this is if my first film has been diberikan 10 tahun .,1
近年來任何電影都無法比擬的微妙喜劇劇本 .,1
10 daripada 10 颗星中的 10 颗星。,1
") Expected Performance sangat buruk memainkan angela bennett , pakar komputer yang berada di rumah sepanjang masa .",-1
"I always knew that errol flynn was a brilliant actor. kerana dia adalah pelakon kegemaran ayah saya , 我小时候是看他的电影长大的 .",1
這部電影有些地方很無聊 .,-1
